user_id,recency,total_trips,avg_spend,total_tip,avg_tip,avg_rating_given,loyalty_status,avg_distance,avg_duration,RFMS_segment,churned,city_Cairo,city_Lagos,city_Nairobi
R00032,-0.5,-0.16666666666666666,-0.1777236289873785,0.28608582574772445,0.36846302563694044,0.8333333333333338,0,1.3603478144174104,1.4070619586942035,1,0.0,False,False,True
R00033,-0.35,0.3333333333333333,0.21942900089966258,-0.6566970091027308,-0.7364845170616372,0.16666666666666619,0,-1.2022536027342094,1.0727848101265813,3,0.0,True,False,False
R00034,-0.2,0.3333333333333333,-0.2755035471978547,0.2717815344603381,0.15090113083375112,-2.3333333333333344,1,0.6647311137544355,-0.09493670886075921,2,0.0,False,False,True
R00035,-0.35,-1.5,0.6526771195483201,-0.2665799739921975,0.3994685392078099,0.3333333333333338,0,-0.7136805641807856,0.5696202531645567,1,0.0,False,False,True
R00036,0.05,0.6666666666666666,-0.608271615907677,0.6514954486345904,0.3770974724541444,-1.0000000000000007,0,-0.4797972452419242,0.0870253164556957,2,0.0,False,True,False
R00037,0.85,-0.16666666666666666,-0.13723123932845177,0.9622886866059819,1.116781749794632,-1.0000000000000007,2,-0.1510952108545024,0.06595602931379119,0,0.0,False,False,True
R00038,0.45,-0.3333333333333333,-1.1420267680601095,-0.19765929778933675,-0.1135469730753164,0.8333333333333338,1,0.3227719405952118,-0.2436708860759503,0,0.0,False,False,True
R00039,-0.3,-1.0,-1.5866619511127118,-0.25357607282184647,0.09195514541933171,0.0,0,0.6982648663932938,-0.19394213381555117,0,0.0,False,False,True
R00040,-0.15,-0.8333333333333334,-1.199312876424029,-0.459037711313394,-0.2772976579919598,-1.0000000000000007,1,-1.0972114669210618,-0.0556962025316461,0,0.0,True,False,False
R00041,-0.6,-0.5,-0.47018520642180295,-0.635890767230169,-0.5959708232690077,-1.333333333333334,0,1.1204612437463297,-0.8354430379746833,0,0.0,False,True,False
R00042,0.4,-0.5,-1.0352591506735283,-0.2899869960988296,-0.1681424486204814,-1.0000000000000007,0,0.05602636422872668,0.6757259865971702,0,0.0,False,True,False
R00043,-0.5,0.16666666666666666,0.8479764529814432,-0.15734720416124826,-0.21792555702032795,-1.333333333333334,0,-0.13972837164357077,1.5614828209764926,3,0.0,False,False,True
R00044,2.45,-0.3333333333333333,1.0271280501965165,-0.9050715214564369,-0.9398955129144084,0.3333333333333338,0,-2.2580602720491667,-0.0696202531645567,1,1.0,True,False,False
R00045,0.85,-0.3333333333333333,0.7110155869448317,-0.8387516254876463,-0.8624253373044936,0.5,0,-0.3458293406747096,0.9166666666666659,1,0.0,False,False,True
R00046,-0.15,1.5,-0.3280768363751451,0.8023407022106632,0.22718561133475537,0.3333333333333338,0,0.24291695650453965,-0.4753382802269748,3,0.0,True,False,False
R00047,-0.25,0.16666666666666666,0.5910158188694105,0.8998699609882965,0.8406165063554838,-1.0000000000000007,0,0.2228262025768911,-0.3083182640144654,2,0.0,False,False,True
R00048,-0.6,0.16666666666666666,-0.21090489273566576,0.4668400520156047,0.4070439268915904,0.0,0,-0.8031494064293168,-0.23869801084990944,3,0.0,False,False,True
R00049,-0.45,-0.3333333333333333,-0.22960450323787812,0.8855656697009104,1.1517992285532934,0.3333333333333338,1,0.8674412490433655,-1.5780590717299579,2,0.0,False,True,False
R00050,4.2,-1.1666666666666667,0.35501518773787955,-0.33550065019505854,0.05319501877287135,0.8333333333333338,0,0.6788566057415468,0.6747809152872448,0,1.0,False,True,False
R00051,0.2,0.3333333333333333,-0.8124495059042354,-0.0286085825747724,-0.1361942258382863,-0.3333333333333338,0,0.7876211241623955,-0.12341772151898711,1,0.0,False,False,True
R00052,0.55,0.3333333333333333,0.19004389868189772,-0.1833550065019505,-0.284091833820851,0.3333333333333338,0,-0.08929689827562654,-1.718354430379745,2,0.0,False,False,True
R00053,-0.5,-0.16666666666666666,-0.19684503521520594,-0.23797139141742513,-0.21148398558527076,0.3333333333333338,0,1.013935443571865,0.24183877415056568,1,0.0,True,False,False
R00054,-0.4,-0.8333333333333334,0.6966495369717043,-0.3979193758127438,-0.19162475790570135,0.8333333333333338,1,1.191236942325424,-1.1556962025316457,0,0.0,False,False,True
R00055,-0.1,-0.3333333333333333,1.0036793322651703,-0.27568270481144336,-0.20468835614580447,-0.6666666666666676,0,0.4926398149788115,0.011603375527426487,2,0.0,False,True,False
R00056,1.4,0.5,-0.07826541948394934,-0.04291287386215854,-0.19233803829494844,0.8333333333333338,0,-0.5292357498290353,-0.3995597138139793,1,1.0,True,False,False
R00057,0.45,1.0,-0.2682366655940969,0.4590377113133942,0.10577658592892243,0.5,0,0.9807160422777172,-0.6828140214216164,2,0.0,False,True,False
R00058,-0.3,-0.6666666666666666,0.26326380214185957,0.38101430429128735,0.7735624888107676,0.8333333333333338,2,-0.060604975922790315,-0.6918512658227847,0,0.0,False,False,True
R00059,4.5,-0.3333333333333333,-0.4768549087671282,-0.26527958387516243,-0.19253617173640597,-0.6666666666666676,0,-0.1801287117089245,0.2552742616033753,0,1.0,False,True,False
R00060,-0.25,-0.16666666666666666,-0.5340004185558457,-0.7373211963589077,-0.7640885818863353,0.3333333333333338,0,1.1576723142068577,0.4067288474350429,1,0.0,False,True,False
R00061,1.85,1.0,-0.042813888441052286,0.02210663198959687,-0.2475715453597393,-0.6666666666666676,0,0.3685926159000657,-0.8756085686465434,2,1.0,True,False,False
R00062,0.65,0.3333333333333333,0.18445830073967975,0.04291287386215866,-0.06783818853542019,0.6666666666666676,1,-1.1330088799082547,0.08544303797468299,1,0.0,True,False,False
R00063,-0.5,-0.3333333333333333,0.2687549576067963,-0.3693107932379714,-0.3140580158303901,-1.5000000000000007,0,0.6542585396090772,1.3227848101265824,2,0.0,True,False,False
R00064,0.2,-1.1666666666666667,1.7026200852489577,-0.6072821846553966,-0.3863868826517135,0.0,1,1.7894500409688776,-0.947906523855891,0,0.0,False,True,False
R00065,-0.25,-0.3333333333333333,1.1838485953579145,0.3407022106631991,0.5153285701110516,0.3333333333333338,1,-0.9166692696118657,-1.4852320675105481,2,0.0,True,False,False
R00066,1.55,-0.16666666666666666,-0.6085176634142859,0.25617685305591686,0.33536431283765794,0.16666666666666619,0,-0.16554664820776446,-0.9343770819453694,0,1.0,True,False,False
R00067,1.55,-0.8333333333333334,-1.4144474429637666,1.845253576072822,2.952752958026138,0.16666666666666619,3,1.0393914599496628,-0.0556962025316461,0,1.0,False,True,False
R00068,-0.4,1.0,-0.23618019044744706,1.0728218465539665,0.6021465798820421,-0.5,1,-0.2807357791710896,0.03213242453748771,3,0.0,False,False,True
R00069,-0.55,0.8333333333333334,-1.101220062475281,0.4421326397919377,0.14085900753543945,-1.1666666666666676,0,1.6330185549839331,-0.3843037974683543,3,0.0,False,False,True
R00070,0.25,-0.3333333333333333,0.6160334383621665,0.027308192457737433,0.14924401477792434,0.8333333333333338,0,0.8974446618034542,-0.7890295358649789,1,0.0,False,False,True
R00071,-0.45,2.0,-0.8338356675906125,-0.7334200260078023,-0.9088504793060234,-0.6666666666666676,0,0.0313281640786374,0.7375395569620251,3,0.0,True,False,False
R00072,0.45,0.0,0.024443062299320317,0.6631989596879063,0.6901681233012711,-0.3333333333333338,2,-0.14632613445909667,-0.15664556962025314,1,0.0,True,False,False
R00073,0.0,-0.6666666666666666,1.6547151764761205,-0.4668400520156046,-0.3406409192259492,0.8333333333333338,1,0.6703324399271854,-0.4699367088607594,1,0.0,False,False,True
R00074,-0.3,0.16666666666666666,-0.12084146256174608,0.11573472041612493,0.05549859219113639,0.3333333333333338,1,-0.33943470479948995,-0.9547920433996384,2,0.0,False,False,True
R00075,0.2,0.16666666666666666,0.6462241927330858,-0.6137841352405721,-0.674934492130918,0.16666666666666619,0,-0.04339763362096591,0.09945750452079528,2,0.0,False,True,False
R00076,1.1,-0.16666666666666666,-0.3495350878874049,-0.24707412223667094,-0.22155750687200876,0.8333333333333338,0,0.5025471440844015,-0.06595602931379044,1,1.0,False,False,True
R00077,0.6,-1.1666666666666667,1.1432756919849822,-0.06631989596879061,0.4885703948249721,-0.3333333333333338,1,-0.667486041250063,-0.4819863680623171,0,0.0,False,False,True
R00078,-0.6,-0.16666666666666666,1.0288933434185281,0.1742522756827048,0.24470262125701436,-0.6666666666666676,0,-0.8828891793159475,-1.3740839440373078,3,0.0,True,False,False
R00079,0.0,1.8333333333333333,0.7342440841687764,0.975292587776333,0.25714365215492146,0.16666666666666619,1,-0.23192147845946992,1.280114332380564,3,0.0,True,False,False
R00080,3.05,0.0,0.5322710560808271,-0.563068920676203,-0.5990267402307828,-0.8333333333333338,1,-0.29570641054371083,-0.29240506329113886,1,1.0,False,False,True
R00081,1.8,0.8333333333333334,0.00665171859292948,0.40572171651495464,0.11023550282375519,0.16666666666666619,0,0.39196003016314,0.3592405063291136,2,1.0,False,False,True
R00082,-0.6,0.16666666666666666,1.2547883875805936,0.06631989596879061,0.00602184138144282,-1.333333333333334,1,-0.8738492712214297,-0.8056057866184447,3,0.0,False,False,True
R00083,0.35,-0.5,0.822759291159732,0.8062418725617687,1.187719655998721,0.8333333333333338,0,1.0541280357030167,1.0811615785554731,0,0.0,False,True,False
R00084,-0.1,0.0,1.0646756808081004,0.9661898569570871,1.008707257132627,0.16666666666666619,2,2.137291767708457,-0.37594936708860766,2,0.0,False,False,True
R00085,2.05,-0.16666666666666666,-0.48422852293341573,0.6319895968790639,0.7512568345329904,0.0,1,0.5316371180188675,-0.1099267155229848,0,1.0,False,True,False
R00086,1.65,0.6666666666666666,-0.2509754866689774,0.15474642392717833,-0.05810263170743613,0.8333333333333338,0,-1.4686732800126843,0.8528481012658231,1,1.0,False,True,False
R00087,-0.35,0.0,0.24643415268986885,0.028608582574772518,0.02301319922529829,-0.3333333333333338,1,-0.11458317520560889,0.40727848101265873,2,0.0,False,False,True
R00088,-0.3,0.16666666666666666,-0.08191574274081385,0.5201560468140443,0.46042673697573366,-1.1666666666666676,1,0.6799481962409891,0.19891500904159057,2,0.0,False,False,True
R00089,0.15,1.6666666666666667,0.6580036752671305,1.6176853055916776,0.7535113845352602,0.16666666666666619,0,0.5046949943126584,-1.1556962025316457,3,0.0,False,True,False
R00090,0.6,0.6666666666666666,0.875676046089311,2.2990897269180754,1.8205491268329994,-0.8333333333333338,2,-0.3163303629702795,-0.90506329113924,3,0.0,False,True,False
R00091,6.0,-0.8333333333333334,0.6393040647649202,-0.27698309492847856,-0.022101785394593506,-0.3333333333333338,1,0.4586228728866304,-0.737974683544304,0,1.0,False,False,True
R00092,-0.25,0.3333333333333333,0.7724031971793668,0.27958387516254884,0.15835815308497306,-0.16666666666666619,0,-0.9703386634526704,-1.0632911392405058,3,0.0,True,False,False
R00093,-0.6,1.0,-0.5992814185508439,0.6631989596879063,0.27088270679892196,0.0,0,1.4981912605289307,0.650681596884128,3,0.0,False,False,True
R00094,-0.1,0.0,-1.1132946681138527,-0.19635890767230169,-0.2134986898426185,0.8333333333333338,1,-0.3825148295312741,-0.03132911392405033,1,0.0,False,False,True
R00095,3.6,0.3333333333333333,0.6808479613438597,0.540962288686606,0.4081683985009019,-1.1666666666666676,0,0.864499885515723,-0.34177215189873417,2,1.0,False,False,True
R00096,0.05,0.5,0.13521212152888387,4.434330299089727,3.900702595335797,0.3333333333333338,2,-0.5323519129885999,-0.4540451293340672,2,0.0,False,False,True
R00097,1.0,-0.6666666666666666,-1.2023181709690276,-0.6801040312093628,-0.6209006721677,0.8333333333333338,0,-1.0716609125883538,0.07832278481012657,0,1.0,True,False,False
R00098,-0.5,0.6666666666666666,-0.21802855387936487,-0.11833550065019509,-0.2973487622674674,0.0,0,0.3099178570190085,-0.25237341772151867,3,0.0,False,False,True
R00099,0.1,1.0,-0.041580947089261015,0.15214564369310793,-0.14240841104763757,0.8333333333333338,0,-0.9626487055786546,-0.5462512171372933,3,0.0,False,True,False
R00100,0.45,0.5,0.7349934173886625,-0.3680104031209362,-0.4895382004813228,0.0,0,0.5122903382003703,-1.3348926802421555,2,0.0,False,False,True
R00101,-0.5,1.3333333333333333,-0.5247912118799435,0.3133940182054617,-0.09162964047979437,-1.333333333333334,1,0.2586870910086243,-0.7310126582278479,3,0.0,False,False,True
R00102,0.25,-1.3333333333333333,-0.5368123900599366,-0.3628088426527957,0.10367332324268032,-0.16666666666666619,1,-1.9413898388949278,-1.2357594936708869,0,0.0,True,False,False
R00103,0.65,0.3333333333333333,-0.09360733594906087,0.04421326397919374,-0.06659535149354981,0.0,1,-0.3780009839448865,0.21835443037974706,1,0.0,False,True,False
R00104,0.4,-0.5,0.749532244991405,-0.2340702210663199,-0.09898222264346403,-0.5,1,0.5050672295403471,-0.4668652271034986,1,0.0,False,False,True
R00105,0.35,0.6666666666666666,0.37100917694032154,1.5734720416124839,1.184837979916345,0.16666666666666619,2,-1.0023172314822366,-0.8963607594936717,2,0.0,True,False,False
R00106,-0.15,0.16666666666666666,0.3198078624699775,-0.16124837451235352,-0.22183161629477705,0.8333333333333338,0,-0.648708131546235,-1.1238698010849903,3,0.0,True,False,False
R00107,0.7,-1.1666666666666667,1.2139643294878502,-0.871261378413524,-0.813349207958846,0.0,0,-0.9108690929413502,-0.19279454722492625,0,0.0,False,True,False
R00108,-0.15,0.0,-0.11179695707394197,0.13133940182054615,0.13101573816382647,0.0,0,-0.010265441147713078,0.4281645569620246,1,0.0,False,True,False
R00109,-0.5,0.16666666666666666,-0.5360491406516843,0.7971391417425229,0.7377569454616474,-1.0000000000000007,2,0.6635208240050299,0.14918625678119368,2,0.0,False,True,False
R00110,1.55,-1.3333333333333333,1.6002859530500384,-0.5149544863459037,-0.16291522223849741,-1.0000000000000007,0,-0.7785056146423524,1.0443037974683542,0,1.0,False,True,False
R00111,-0.45,0.3333333333333333,-0.39037258314001483,-0.4083224967490247,-0.4991026420644115,0.5,1,0.14021629522251242,0.018987341772152434,3,0.0,True,False,False
R00112,0.4,-0.3333333333333333,0.3794685245484651,-0.22626788036410916,-0.1469654802011621,-0.5,1,0.44018108600254047,0.20886075949367083,1,0.0,False,True,False
R00113,0.05,0.16666666666666666,1.1313963999129324,0.005201560468140563,-0.055173087251598904,0.6666666666666676,0,1.2545630726621384,-0.3580470162748645,2,0.0,False,True,False
R00114,-0.45,1.3333333333333333,1.351848270663504,0.9583875162548766,0.3927217095519425,0.3333333333333338,0,0.04386467545449724,-0.8727396021699814,3,0.0,True,False,False
R00115,0.25,-0.3333333333333333,-0.31835344831980683,-0.0676202860858257,0.03835533204216381,-0.16666666666666619,0,-0.7680974991439562,0.580168776371308,0,0.0,False,True,False
R00116,-0.1,0.16666666666666666,1.0018984169792449,-0.6150845253576073,-0.676236511889068,0.8333333333333338,1,-0.4794241351432804,1.1039783001808314,3,0.0,True,False,False
R00117,-0.55,0.8333333333333334,-0.7718932078020346,0.6723016905071522,0.3344433051771561,-0.16666666666666619,0,0.1890406155889217,-0.6098734177215192,3,0.0,False,True,False
R00118,1.2,-0.6666666666666666,0.6853407249060792,-0.44863459037711306,-0.31671630616994595,0.0,1,-0.20906378518597693,0.5613132911392403,0,1.0,True,False,False
R00119,-0.4,-0.5,-0.2608752804642667,-0.6553966189856957,-0.6200964834935487,0.8333333333333338,0,-0.5482476652475673,-0.29486224869694677,0,0.0,False,True,False
R00120,-0.5,-1.0,-0.25059386196485217,-0.47594278283485036,-0.24201292254609968,0.16666666666666619,3,-0.6451280302981907,0.7757685352622062,1,0.0,True,False,False
R00121,-0.25,-1.8333333333333333,-0.6697873980756683,-0.22496749024707408,0.8358424339089344,-0.3333333333333338,0,-1.8674971429966143,-0.23206751054852306,0,0.0,True,False,False
R00122,2.3,-0.3333333333333333,0.041985077865680974,-0.7230169050715215,-0.727232285749936,0.16666666666666619,0,0.9868152467212343,0.10443037974683542,0,1.0,False,False,True
R00123,0.25,0.5,-0.9426287819526683,2.166449934980495,1.82743426392365,0.8333333333333338,2,1.1873895007266628,0.7627958172812324,1,0.0,False,False,True
R00124,-0.4,0.16666666666666666,0.6324857033845211,0.892067620286086,0.832804387806585,0.0,0,-1.020476750649687,-1.3625678119349005,3,0.0,True,False,False
R00125,-0.2,0.16666666666666666,0.660471515020486,-0.3407022106631989,-0.4015103429194536,-0.6666666666666676,0,0.26474840553385887,-1.3327305605786612,3,0.0,False,True,False
R00126,-0.25,1.0,0.31227322087568005,-0.05981794538361497,-0.3138243199763633,-0.3333333333333338,0,-0.6066616557231183,-0.12049659201557927,3,0.0,True,False,False
R00127,-0.25,-0.6666666666666666,-0.08868958123906416,0.7217165149544865,1.2212945331445404,0.8333333333333338,0,0.17985075665577957,0.0,1,0.0,True,False,False
R00128,0.5,-0.16666666666666666,0.3154961728303694,-0.2522756827048114,-0.22731380475014495,-1.6666666666666676,0,-0.5698334817406739,1.0882744836775478,0,0.0,True,False,False
R00129,0.05,-0.3333333333333333,0.9618278230459333,1.0364109232769831,1.3280059024895703,-0.5,0,-1.55867113371699,-0.5337552742616036,1,0.0,True,False,False
R00130,-0.5,-0.16666666666666666,-0.10658074993385024,0.6775032509752927,0.8016244409666811,-0.6666666666666676,0,1.9652298119815987,1.4950033311125908,1,0.0,False,False,True
R00131,-0.55,1.6666666666666667,0.07600055982684789,-0.1157347204161248,-0.46140325179434594,0.8333333333333338,0,0.860840314376419,1.3088607594936703,3,0.0,False,True,False
R00132,-0.45,-0.6666666666666666,-0.7321565354848336,-0.7659297789336801,-0.733688133717429,0.6666666666666676,1,-0.1861854692429935,-0.8876582278481011,1,0.0,False,False,True
R00133,-0.1,0.6666666666666666,0.7527928913604891,1.2184655396618986,0.8738180101883044,0.8333333333333338,2,-0.2775730340496448,0.8006329113924053,3,0.0,True,False,False
R00134,1.7,-0.6666666666666666,-0.21357626566455365,-0.3602080624187256,-0.20051104275507373,-1.0000000000000007,0,-1.4728241885170836,0.1435917721518987,0,1.0,False,True,False
R00135,4.6,-1.3333333333333333,-0.32443824221338335,-0.8452535760728219,-0.7416630047360968,-1.5000000000000007,0,-0.4881744263045691,-1.6186708860759491,0,1.0,True,False,False
R00136,0.75,-0.3333333333333333,-0.0253928837851475,2.34850455136541,2.8607001611249445,0.5,2,1.1244881658533603,-0.058016877637130954,1,0.0,False,True,False
R00137,-0.25,0.16666666666666666,-0.04400768879755267,-0.15734720416124826,-0.21792555702032765,0.16666666666666619,0,0.052346511512930266,1.2531645569620251,2,0.0,False,True,False
R00138,1.05,-0.16666666666666666,0.3528953938347941,0.5019505851755529,0.6073493875795883,0.3333333333333338,1,0.5738454189345146,-0.6375749500333113,0,1.0,True,False,False
R00139,1.25,0.5,-0.19371518867151977,-0.05851755526657988,-0.2066036460798943,0.6666666666666676,0,0.06672497411733636,0.6084204733076494,1,1.0,True,False,False
R00140,0.3,-0.16666666666666666,0.6014736747965346,-0.09882964889466837,-0.05750301734513021,-0.6666666666666676,1,-0.7122588548574494,1.176215856095935,1,0.0,False,True,False
R00141,1.8,0.6666666666666666,-0.6728297950224567,0.8088426527958389,0.5149488143482579,0.8333333333333338,2,0.8597483880062706,0.36550632911392394,1,1.0,True,False,False
R00142,-0.55,0.6666666666666666,-0.12274958608237974,0.4564369310793238,0.20620737919697935,0.0,0,1.0277379486537306,0.5308544303797462,3,0.0,False,False,True
R00143,0.25,-0.16666666666666666,1.0044291913329277,-0.07672301690507151,-0.03303875136305178,-0.5,0,0.4938326256742544,-0.9893404397068626,1,0.0,False,False,True
R00144,-0.3,0.8333333333333334,0.7304869274042786,1.5929778933680108,1.1087804957440226,0.8333333333333338,2,-0.4557319596546008,0.2840506329113922,3,0.0,False,False,True
R00145,-0.35,0.16666666666666666,2.06688575796238,-0.3628088426527957,-0.4236446788080007,-0.3333333333333338,0,0.6325923883768663,0.69620253164557,3,0.0,True,False,False
R00146,-0.45,-0.8333333333333334,0.8943311337093757,1.031209362808843,1.8116628419836274,0.8333333333333338,0,1.352458175452112,-0.19493670886076025,1,0.0,True,False,False
R00147,-0.05,0.5,1.2276875027947782,0.5201560468140443,0.32241264261185176,0.3333333333333338,1,-0.0512492143232058,1.398458998348927,3,0.0,True,False,False
R00148,0.2,-1.0,0.0505080295911792,0.28868660598179463,0.9063685041420503,0.8333333333333338,1,-0.7430607179993642,0.3431283905967456,0,0.0,True,False,False
R00149,2.25,0.3333333333333333,-0.055722410775747966,-0.565669700910273,-0.6494859241307168,0.8333333333333338,0,-1.7307030337441967,-0.2753164556962021,1,1.0,True,False,False
R00150,2.25,-1.1666666666666667,-1.4228862415493817,-0.23927178153446033,0.20883645755478172,-1.0000000000000007,1,0.7309575082479187,0.24099318403115855,0,1.0,False,True,False
R00151,-0.6,0.5,0.7628686131683582,0.3641092327698311,0.1797565647623919,0.8333333333333338,1,0.5778949636950325,0.6265822784810126,3,0.0,False,False,True
R00152,0.95,1.8333333333333333,0.8033550870387036,0.9232769830949284,0.2218631167727971,0.0,1,0.20806744767216068,0.6467946100449156,2,1.0,False,True,False
R00153,-0.2,0.0,-0.49139905026885017,0.4577373211963591,0.4741630454242144,0.8333333333333338,0,0.4589446613422428,0.5743670886075948,1,0.0,True,False,False
R00154,-0.55,0.5,-0.00741596354388966,1.703511053315995,1.4042212329702535,0.5,1,-0.42017469188449486,-0.8082003302146409,2,0.0,False,True,False
R00155,0.55,-0.5,0.43933870607235354,1.6918075422626788,2.2830246301928807,0.0,3,1.5575468559599899,-0.08600148920327592,1,0.0,False,True,False
R00156,1.4,-1.1666666666666667,0.739281909047077,-0.2899869960988296,0.1268092127913427,0.6666666666666676,0,-0.5440092355214794,-0.17672833495618165,0,1.0,False,True,False
R00157,-0.15,1.0,-0.6251731869385233,0.27828348504551376,-0.04040017076489896,0.16666666666666619,1,-0.38634390606163366,0.6426484907497572,3,0.0,False,True,False
R00158,-0.45,0.8333333333333334,0.09876065718096923,-0.3094928478543562,-0.49129762544146593,-0.5,0,0.013758766829960797,0.31746835443038035,3,0.0,True,False,False
R00159,0.15,-0.5,0.2806277261796285,-0.47854356306892054,-0.40135716412437733,0.0,0,-0.08047802149139777,0.221146686522711,1,0.0,True,False,False
