user_id,recency,total_trips,total_spend,avg_spend,avg_surge,total_tip,avg_tip,avg_rating_given,total_time_on_app,avg_time_on_app,total_pages_visited,avg_pages_visited,avg_conversion_rate,loyalty_status,city,first_session,last_session,avg_distance,avg_duration,active_days
R00010,1,124,1790.24,14.43741935483871,1.0903225806451613,50.92,0.4106451612903226,4.3,10881,87.75,496,4.0,0.25,Bronze,Nairobi,2025-04-27 01:41:42+00:00,2025-04-27 19:41:19+00:00,4.566499516182552,34.16129032258065,341
R00011,21,126,2185.2599999999998,17.34333333333333,1.1500000000000001,42.14,0.33444444444444443,4.0,7056,56.0,432,3.4285714285714284,0.14285714285714285,Gold,Cairo,2025-04-26 21:56:57+00:00,2025-04-27 17:42:41+00:00,2.8823768227693765,28.0,308
R00012,22,92,1315.76,14.301739130434783,1.117391304347826,67.68,0.7356521739130436,4.6,1656,18.0,184,2.0,0.75,Gold,Cairo,2025-04-27 02:58:56+00:00,2025-04-27 20:20:49+00:00,3.9886236405473103,34.130434782608695,333
R00013,48,84,1361.22,16.205000000000002,1.0357142857142858,50.88,0.6057142857142858,4.2,13440,160.0,252,3.0,0.0,Bronze,Cairo,2025-04-27 05:14:30+00:00,2025-04-27 18:03:29+00:00,3.549928307901611,34.214285714285715,255
R00014,5,87,1283.28,14.750344827586206,1.1379310344827587,26.7,0.30689655172413793,5.0,2523,29.0,319,3.6666666666666665,0.0,Bronze,Nairobi,2025-04-27 00:03:04+00:00,2025-04-27 16:28:34+00:00,4.5902518338885185,30.689655172413794,351
R00015,7,234,3649.32,15.595384615384615,1.1615384615384616,234.36,1.0015384615384615,5.0,28184,120.44444444444444,390,1.6666666666666667,0.2222222222222222,Gold,Nairobi,2025-04-26 21:39:13+00:00,2025-04-27 20:15:45+00:00,3.762929365101011,30.076923076923077,347
R00016,22,20,308.93,15.4465,1.035,28.32,1.416,3.9,1760,88.0,100,5.0,1.0,Gold,Nairobi,2025-04-27 10:05:13+00:00,2025-04-27 10:05:13+00:00,3.9150984700875875,33.65,308
R00017,4,114,1724.82,15.129999999999999,1.1368421052631579,76.26,0.6689473684210526,4.2,3040,26.666666666666668,323,2.8333333333333335,0.3333333333333333,Gold,Lagos,2025-04-27 03:05:53+00:00,2025-04-27 21:43:36+00:00,3.6122656375686946,35.421052631578945,300
R00018,13,120,1598.0,13.316666666666666,1.0458333333333334,75.05,0.6254166666666666,4.4,3216,26.8,216,1.8,0.4,Gold,Nairobi,2025-04-27 02:08:57+00:00,2025-04-27 17:28:22+00:00,4.4458700805777545,32.083333333333336,342
R00019,5,156,2771.28,17.764615384615386,1.1961538461538461,37.32,0.23923076923076922,4.5,19032,122.0,494,3.1666666666666665,0.0,Bronze,Lagos,2025-04-27 04:37:56+00:00,2025-04-27 17:31:43+00:00,3.7945475451135136,33.19230769230769,347
R00020,4,133,2226.77,16.742631578947368,1.1210526315789473,81.06,0.6094736842105263,4.9,21983,165.28571428571428,361,2.7142857142857144,0.0,Bronze,Cairo,2025-04-27 01:37:21+00:00,2025-04-27 16:06:16+00:00,4.257019169945927,27.157894736842106,355
R00021,11,30,400.54,13.351333333333335,1.0266666666666666,8.0,0.26666666666666666,4.9,4095,136.5,105,3.5,0.0,Bronze,Cairo,2025-04-27 08:55:43+00:00,2025-04-27 11:09:02+00:00,3.711387626474681,38.46666666666667,341
R00022,15,72,1036.28,14.392777777777777,1.1055555555555554,21.32,0.2961111111111111,4.7,5904,82.0,198,2.75,0.0,Bronze,Lagos,2025-04-27 11:44:26+00:00,2025-04-27 17:52:25+00:00,4.250049106140031,36.05555555555556,349
R00023,13,66,932.64,14.13090909090909,1.0863636363636364,27.09,0.41045454545454546,4.6,5346,81.0,198,3.0,0.0,Bronze,Lagos,2025-04-27 05:57:09+00:00,2025-04-27 17:07:02+00:00,3.605768467440136,32.36363636363637,309
R00024,62,120,1933.74,16.1145,1.105,81.9,0.6825,4.4,19400,161.66666666666666,260,2.1666666666666665,0.5,Gold,Nairobi,2025-04-27 07:30:44+00:00,2025-04-27 19:11:40+00:00,3.9318632594354033,26.5,279
R00025,3,91,1442.14,15.84769230769231,1.1153846153846154,16.8,0.18461538461538463,3.8000000000000003,13390,147.14285714285714,273,3.0,0.0,Bronze,Cairo,2025-04-27 04:02:53+00:00,2025-04-27 19:52:00+00:00,3.7640065675274945,32.46153846153846,356
R00026,29,90,1410.6000000000001,15.673333333333336,1.1,25.5,0.2833333333333333,4.7,1098,12.2,108,1.2,0.2,Bronze,Lagos,2025-04-27 06:35:04+00:00,2025-04-27 21:25:32+00:00,4.2209296891206085,29.27777777777778,326
R00027,7,96,1652.32,17.211666666666666,1.2083333333333333,57.76,0.6016666666666667,4.7,1824,19.0,240,2.5,0.0,Silver,Cairo,2025-04-27 04:20:09+00:00,2025-04-27 19:32:09+00:00,4.334406317397976,28.333333333333332,355
R00028,58,126,1984.99,15.75388888888889,1.1944444444444444,35.910000000000004,0.28500000000000003,4.9,7272,57.714285714285715,216,1.7142857142857142,0.14285714285714285,Silver,Cairo,2025-04-27 04:05:49+00:00,2025-04-27 17:25:02+00:00,4.401070060988083,33.166666666666664,304
R00029,7,98,1641.01,16.745,1.2357142857142858,18.62,0.19,4.8,37702,384.7142857142857,266,2.7142857142857144,0.14285714285714285,Bronze,Lagos,2025-04-27 03:03:48+00:00,2025-04-27 14:09:01+00:00,4.370487609183729,25.285714285714285,316
R00030,20,64,936.4,14.63125,1.0875,19.52,0.305,4.1,22480,351.25,192,3.0,0.25,Bronze,Lagos,2025-04-27 07:15:19+00:00,2025-04-27 17:18:29+00:00,3.7291833619291648,34.625,331
R00031,15,200,3356.16,16.7808,1.22,102.0,0.51,4.1,11000,55.0,450,2.25,0.125,Bronze,Lagos,2025-04-27 05:43:28+00:00,2025-04-27 19:18:14+00:00,4.373535596578305,36.08,345
R00032,3,76,1137.88,14.972105263157896,1.0473684210526315,41.56,0.5468421052631579,5.0,7524,99.0,285,3.75,0.0,Bronze,Nairobi,2025-04-26 23:19:41+00:00,2025-04-27 15:17:36+00:00,4.843744586469259,38.73684210526316,345
R00033,6,110,1728.7,15.715454545454547,1.1636363636363636,15.700000000000001,0.14272727272727273,4.6,4862,44.2,198,1.8,0.0,Bronze,Cairo,2025-04-27 02:57:43+00:00,2025-04-27 16:45:18+00:00,3.5266380458140825,37.13636363636363,354
R00034,9,132,1952.16,14.789090909090909,1.1363636363636365,61.68,0.4672727272727273,3.1,1452,11.0,352,2.6666666666666665,0.0,Silver,Nairobi,2025-04-27 03:19:13+00:00,2025-04-27 16:24:29+00:00,4.4862167633360945,31.545454545454547,322
R00035,6,77,1272.53,16.526363636363637,1.1363636363636365,42.980000000000004,0.5581818181818182,4.7,2893,37.57142857142857,132,1.7142857142857142,0.14285714285714285,Bronze,Nairobi,2025-04-26 21:39:26+00:00,2025-04-27 10:15:03+00:00,3.777751129713705,34.72727272727273,327
R00036,14,72,1019.97,14.16625,1.125,39.6,0.55,3.9000000000000004,2088,29.0,168,2.3333333333333335,0.0,Bronze,Lagos,2025-04-27 03:21:19+00:00,2025-04-27 08:25:59+00:00,3.897960713249688,32.416666666666664,350
R00037,30,19,285.91,15.047894736842107,1.1684210526315788,15.59,0.8205263157894737,3.9,874,46.0,95,5.0,0.0,Gold,Nairobi,2025-04-27 19:32:06+00:00,2025-04-27 19:32:06+00:00,4.066904504711238,32.31578947368421,332
R00038,22,72,948.04,13.167222222222222,1.1,26.68,0.3705555555555555,5.0,8478,117.75,198,2.75,0.25,Silver,Nairobi,2025-04-26 21:40:00+00:00,2025-04-27 19:14:11+00:00,4.310459167718407,30.833333333333332,315
R00039,7,98,1208.83,12.334999999999999,1.0071428571428571,43.68,0.44571428571428573,4.5,5362,54.714285714285715,280,2.857142857142857,0.0,Bronze,Nairobi,2025-04-27 02:43:17+00:00,2025-04-27 17:01:21+00:00,4.503452188493413,31.071428571428573,346
R00040,10,60,783.6,13.06,1.06,18.64,0.3106666666666667,3.9,5805,96.75,180,3.0,0.0,Silver,Cairo,2025-04-27 06:35:59+00:00,2025-04-27 21:06:20+00:00,3.5806268101993237,31.733333333333334,319
R00041,1,51,735.66,14.42470588235294,1.1,9.899999999999999,0.1941176470588235,3.7,1785,35.0,170,3.3333333333333335,0.0,Bronze,Lagos,2025-04-27 01:12:31+00:00,2025-04-27 14:26:34+00:00,4.720449496904605,28.0,323
R00042,21,51,681.72,13.367058823529412,1.1529411764705881,17.88,0.35058823529411764,3.9,1003,19.666666666666668,204,4.0,0.0,Bronze,Lagos,2025-04-27 04:21:00+00:00,2025-04-27 19:02:41+00:00,4.1733592890671085,35.23529411764706,336
R00043,3,63,1064.19,16.89190476190476,1.119047619047619,20.94,0.3323809523809524,3.7,4830,76.66666666666667,84,1.3333333333333333,0.0,Bronze,Nairobi,2025-04-27 02:58:37+00:00,2025-04-27 16:47:39+00:00,4.072746746962058,39.476190476190474,352
R00044,62,108,1860.54,17.22722222222222,1.2277777777777776,7.38,0.06833333333333333,4.7,7974,73.83333333333333,342,3.1666666666666665,0.0,Bronze,Cairo,2025-04-27 08:00:23+00:00,2025-04-27 18:46:25+00:00,2.9839825003536506,31.666666666666668,299
R00045,30,162,2694.96,16.635555555555555,1.1888888888888889,15.66,0.09666666666666666,4.8,9918,61.22222222222222,468,2.888888888888889,0.0,Bronze,Nairobi,2025-04-27 02:18:37+00:00,2025-04-27 16:29:07+00:00,3.966816526004007,36.388888888888886,335
R00046,10,145,2130.15,14.690689655172415,1.0862068965517242,71.8,0.49517241379310345,4.7,18763,129.4,609,4.2,0.4,Bronze,Cairo,2025-04-27 04:29:42+00:00,2025-04-27 16:26:06+00:00,4.269415905529531,29.724137931034484,349
R00047,8,63,1033.89,16.410952380952384,1.0904761904761906,45.33,0.7195238095238095,3.9,8526,135.33333333333334,147,2.3333333333333335,0.0,Bronze,Nairobi,2025-04-27 03:41:43+00:00,2025-04-27 06:40:03+00:00,4.259089811417629,30.523809523809526,333
R00048,1,105,1565.55,14.91,1.2714285714285714,58.9,0.560952380952381,4.5,1365,13.0,252,2.4,0.0,Bronze,Nairobi,2025-04-27 03:11:43+00:00,2025-04-27 18:52:44+00:00,3.731766609248807,30.857142857142858,354
R00049,4,198,2945.25,14.875,1.1111111111111112,165.0,0.8333333333333334,4.7,9774,49.36363636363637,486,2.4545454545454546,0.18181818181818182,Silver,Lagos,2025-04-27 06:09:06+00:00,2025-04-27 21:53:54+00:00,4.5904041891523635,24.444444444444443,346
R00050,97,143,2283.6,15.96923076923077,1.2538461538461538,61.71,0.43153846153846154,5.0,12623,88.27272727272727,455,3.1818181818181817,0.0,Bronze,Lagos,2025-04-27 01:39:13+00:00,2025-04-27 20:18:05+00:00,4.493476877125807,35.23076923076923,246
R00051,17,176,2426.0,13.784090909090908,1.0954545454545455,63.76,0.36227272727272725,4.3,21362,121.375,528,3.0,0.125,Bronze,Nairobi,2025-04-27 04:12:23+00:00,2025-04-27 14:37:18+00:00,4.549378843637064,31.40909090909091,346
R00052,24,66,1033.59,15.660454545454543,1.190909090909091,20.34,0.30818181818181817,4.7,8294,125.66666666666667,242,3.6666666666666665,0.3333333333333333,Bronze,Nairobi,2025-04-27 05:11:52+00:00,2025-04-27 16:14:15+00:00,4.098667135120443,23.772727272727273,331
R00053,3,19,283.79,14.936315789473685,1.0842105263157895,6.36,0.33473684210526317,4.7,1007,53.0,95,5.0,1.0,Bronze,Cairo,2025-04-27 06:13:14+00:00,2025-04-27 06:13:14+00:00,4.665698169905704,33.1578947368421,327
R00054,5,60,996.52,16.608666666666668,1.0666666666666667,20.52,0.34199999999999997,5.0,2970,49.5,210,3.5,0.5,Silver,Nairobi,2025-04-27 02:42:49+00:00,2025-04-27 20:29:05+00:00,4.756826256432654,26.466666666666665,346
R00055,11,36,618.6,17.183333333333334,1.1333333333333333,12.14,0.33722222222222226,4.1,90,2.5,90,2.5,0.0,Bronze,Lagos,2025-04-27 03:31:49+00:00,2025-04-27 08:08:42+00:00,4.397766576081006,32.05555555555556,298
R00056,41,46,697.28,15.158260869565217,1.108695652173913,15.72,0.3417391304347826,5.0,2990,65.0,161,3.5,0.0,Bronze,Cairo,2025-04-27 05:01:47+00:00,2025-04-27 11:39:27+00:00,3.8725506836929764,30.08695652173913,296
R00057,22,78,1154.61,14.802692307692306,1.1115384615384616,35.160000000000004,0.4507692307692308,4.8,7956,102.0,260,3.3333333333333335,0.0,Bronze,Lagos,2025-04-27 08:30:10+00:00,2025-04-27 18:01:30+00:00,4.648624312680648,28.73076923076923,334
R00058,7,80,1263.8,15.7975,1.1,55.599999999999994,0.695,5.0,5696,71.2,144,1.8,0.4,Gold,Nairobi,2025-04-27 10:53:36+00:00,2025-04-27 16:18:26+00:00,4.113413992880669,28.6875,337
R00059,103,72,1037.68,14.412222222222223,1.1055555555555554,24.6,0.3416666666666667,4.1,1926,26.75,180,2.5,0.25,Bronze,Lagos,2025-04-27 00:32:11+00:00,2025-04-27 21:40:58+00:00,4.0519820850100965,33.22222222222222,260
R00060,8,95,1359.0,14.305263157894737,1.105263157894737,12.600000000000001,0.13263157894736843,4.7,27151,285.8,285,3.0,0.0,Bronze,Lagos,2025-04-27 07:58:47+00:00,2025-04-27 22:27:44+00:00,4.739574962129243,33.94736842105263,337
R00061,50,52,791.68,15.224615384615383,1.1653846153846155,16.72,0.3215384615384615,4.1,806,15.5,156,3.0,0.0,Bronze,Cairo,2025-04-27 10:20:33+00:00,2025-04-27 17:13:19+00:00,4.334009732678424,27.807692307692307,309
R00062,26,66,1032.9,15.650000000000002,1.0863636363636364,25.56,0.38727272727272727,4.9,4048,61.333333333333336,330,5.0,0.3333333333333333,Silver,Cairo,2025-04-27 03:47:58+00:00,2025-04-27 16:40:06+00:00,3.5622279259762855,32.40909090909091,322
R00063,3,90,1422.7,15.807777777777778,1.1222222222222222,26.75,0.2972222222222222,3.6,4950,55.0,108,1.2,0.2,Bronze,Cairo,2025-04-27 05:47:43+00:00,2025-04-27 10:50:14+00:00,4.480834148696133,38.333333333333336,347
R00064,17,65,1201.95,18.49153846153846,1.2923076923076924,17.6,0.2707692307692308,4.5,11154,171.6,91,1.4,0.2,Silver,Lagos,2025-04-27 04:58:23+00:00,2025-04-27 14:42:30+00:00,5.064291311144389,27.46153846153846,313
R00065,8,36,630.74,17.520555555555557,1.1444444444444446,21.62,0.6005555555555556,4.7,288,8.0,108,3.0,0.0,Silver,Cairo,2025-04-27 04:24:00+00:00,2025-04-27 12:29:10+00:00,3.673420526517686,24.88888888888889,349
R00066,44,19,269.15,14.165789473684208,1.0947368421052632,10.16,0.5347368421052632,4.6,342,18.0,38,2.0,0.0,Bronze,Cairo,2025-04-27 05:21:08+00:00,2025-04-27 05:21:08+00:00,4.0594768639816055,27.526315789473685,284
R00067,44,60,759.4399999999999,12.657333333333332,1.0,89.52,1.492,4.6,2190,36.5,120,2.0,0.0,Platinum,Lagos,2025-04-27 06:32:41+00:00,2025-04-27 16:40:54+00:00,4.678781861128933,31.733333333333334,309
R00068,5,260,3864.3,14.862692307692308,1.1576923076923078,164.4,0.6323076923076923,4.2,11284,43.4,754,2.9,0.1,Silver,Nairobi,2025-04-27 02:02:00+00:00,2025-04-27 18:13:06+00:00,4.000272823591736,32.15384615384615,328
R00069,2,150,1986.54,13.243599999999999,1.064,69.53999999999999,0.46359999999999996,3.8,9175,61.166666666666664,475,3.1666666666666665,0.0,Bronze,Nairobi,2025-04-26 21:48:01+00:00,2025-04-27 19:10:51+00:00,4.983889836308637,30.16,357
R00070,18,126,2073.68,16.457777777777775,1.2333333333333334,58.8,0.4666666666666666,5.0,15084,119.71428571428571,270,2.142857142857143,0.0,Bronze,Nairobi,2025-04-26 22:55:35+00:00,2025-04-27 16:22:13+00:00,4.605825116856451,28.22222222222222,343
R00071,4,160,2199.05,13.744062500000002,1.084375,12.75,0.0796875,4.1,19840,124.0,640,4.0,0.0,Bronze,Cairo,2025-04-27 07:47:16+00:00,2025-04-27 11:58:28+00:00,4.160665094510605,35.53125,336
R00072,22,60,921.03,15.3505,1.115,39.87,0.6645,4.3,1920,32.0,140,2.3333333333333335,0.6666666666666666,Gold,Cairo,2025-04-26 23:33:55+00:00,2025-04-27 15:58:34+00:00,4.069355678612584,31.25,330
R00073,13,32,588.86,18.401875,1.325,9.2,0.2875,5.0,7888,246.5,80,2.5,0.0,Silver,Nairobi,2025-04-26 22:18:03+00:00,2025-04-27 15:37:16+00:00,4.489095690698382,29.75,347
R00074,7,189,2849.85,15.078571428571427,1.1047619047619048,81.72,0.43238095238095237,4.7,23184,122.66666666666667,546,2.888888888888889,0.2222222222222222,Silver,Nairobi,2025-04-26 23:54:52+00:00,2025-04-27 17:51:53+00:00,3.970103192701368,27.428571428571427,354
R00075,17,147,2427.6,16.514285714285712,1.219047619047619,24.29,0.16523809523809524,4.6,8547,58.142857142857146,399,2.7142857142857144,0.2857142857142857,Bronze,Lagos,2025-04-27 05:14:40+00:00,2025-04-27 20:31:35+00:00,4.122258092841489,32.476190476190474,322
R00076,35,57,835.08,14.650526315789474,1.1789473684210527,18.87,0.3310526315789474,5.0,5985,105.0,171,3.0,0.0,Bronze,Nairobi,2025-04-27 02:43:04+00:00,2025-04-27 15:42:27+00:00,4.402858670340401,31.68421052631579,331
R00077,25,91,1587.46,17.444615384615386,1.2076923076923078,53.76,0.5907692307692307,4.3,33592,369.14285714285717,312,3.4285714285714284,0.14285714285714285,Silver,Nairobi,2025-04-26 22:28:10+00:00,2025-04-27 13:58:58+00:00,3.801493842055654,29.692307692307693,338
R00078,1,114,1964.28,17.230526315789472,1.268421052631579,57.18,0.501578947368421,4.1,10412,91.33333333333333,209,1.8333333333333333,0.0,Bronze,Cairo,2025-04-26 21:57:52+00:00,2025-04-27 16:54:13+00:00,3.690782562445275,25.42105263157895,350
R00079,13,186,3102.3,16.679032258064517,1.2129032258064516,94.14,0.5061290322580645,4.6,11594,62.333333333333336,527,2.8333333333333335,0.16666666666666666,Silver,Cairo,2025-04-27 00:07:07+00:00,2025-04-27 14:19:23+00:00,4.0253620295503625,38.12903225806452,338
R00080,74,80,1304.08,16.301,1.175,15.440000000000001,0.193,4.0,7640,95.5,280,3.5,0.0,Silver,Nairobi,2025-04-27 06:55:06+00:00,2025-04-27 16:34:56+00:00,3.992578331437535,30.6,282
R00081,49,250,3829.2999999999997,15.3172,1.14,113.1,0.45239999999999997,4.6,21100,84.4,750,3.0,0.1,Bronze,Nairobi,2025-04-26 22:44:23+00:00,2025-04-27 15:44:21+00:00,4.346019939945969,33.72,289
R00082,1,84,1482.8799999999999,17.653333333333332,1.2,34.8,0.41428571428571426,3.7,7350,87.5,168,2.0,0.0,Silver,Nairobi,2025-04-27 13:40:43+00:00,2025-04-27 18:52:19+00:00,3.6954288261983974,28.142857142857142,323
R00083,20,85,1431.8,16.84470588235294,1.1235294117647059,71.95,0.8464705882352942,5.0,31875,375.0,255,3.0,0.2,Bronze,Lagos,2025-04-27 00:36:48+00:00,2025-04-27 18:34:17+00:00,4.6863560551419745,37.1764705882353,336
R00084,11,100,1729.75,17.2975,1.18,78.10000000000001,0.7810000000000001,4.6,39360,393.6,320,3.2,0.6,Gold,Nairobi,2025-04-27 01:47:55+00:00,2025-04-27 11:15:33+00:00,5.243072377265365,30.2,353
R00085,54,38,547.14,14.398421052631578,1.1631578947368422,26.1,0.6868421052631579,4.5,2698,71.0,76,2.0,0.5,Silver,Lagos,2025-04-27 01:31:39+00:00,2025-04-27 07:32:34+00:00,4.4178101156491145,31.473684210526315,281
R00086,46,24,356.04,14.835,1.0999999999999999,9.379999999999999,0.3908333333333333,5.0,17832,743.0,48,2.0,0.0,Bronze,Lagos,2025-04-27 09:47:24+00:00,2025-04-27 09:47:24+00:00,3.3897056703170154,36.083333333333336,318
R00087,6,80,1261.28,15.766,1.105,33.64,0.4205,4.3,1060,13.25,120,1.5,0.0,Silver,Nairobi,2025-04-27 03:31:52+00:00,2025-04-27 21:01:16+00:00,4.085670685297857,33.95,343
R00088,7,105,1590.9,15.151428571428573,1.1142857142857143,60.949999999999996,0.5804761904761905,3.8,6804,64.8,273,2.6,0.2,Silver,Nairobi,2025-04-26 23:05:55+00:00,2025-04-27 17:47:04+00:00,4.4940379245742745,32.95238095238095,356
R00089,16,150,2480.45,16.53633333333333,1.1733333333333333,103.14999999999999,0.6876666666666666,4.6,84150,561.0,480,3.2,0.2,Bronze,Lagos,2025-04-27 09:18:09+00:00,2025-04-27 17:54:00+00:00,4.403962606194433,26.466666666666665,329
R00090,25,192,3253.2,16.943749999999998,1.2249999999999999,206.96,1.0779166666666666,4.0,11928,62.125,456,2.375,0.375,Gold,Lagos,2025-04-27 01:21:16+00:00,2025-04-27 19:38:42+00:00,3.9819781879843297,27.666666666666668,326
R00091,133,90,1485.12,16.50133333333333,1.1666666666666667,36.36,0.40399999999999997,4.3,2490,27.666666666666668,210,2.3333333333333335,0.0,Silver,Nairobi,2025-04-26 21:39:33+00:00,2025-04-27 16:26:43+00:00,4.380282804854304,28.466666666666665,211
R00092,8,88,1474.04,16.750454545454545,1.1500000000000001,41.36,0.47,4.4,5500,62.5,220,2.5,0.25,Bronze,Cairo,2025-04-27 03:01:02+00:00,2025-04-27 10:48:29+00:00,3.6458359364259136,26.90909090909091,351
R00093,1,130,1843.8,14.183076923076923,1.05,66.45,0.5111538461538462,4.5,12272,94.4,338,2.6,0.0,Bronze,Nairobi,2025-04-27 08:47:52+00:00,2025-04-27 19:51:39+00:00,4.914592320824192,35.11538461538461,339
R00094,11,220,2908.62,13.221,1.05,73.48,0.334,5.0,8400,38.18181818181818,580,2.6363636363636362,0.2727272727272727,Silver,Nairobi,2025-04-26 23:15:22+00:00,2025-04-27 17:20:52+00:00,3.9479611952464753,31.85,348
R00095,85,110,1823.7,16.579090909090908,1.1727272727272726,61.75,0.5613636363636364,3.8,10494,95.4,374,3.4,0.2,Bronze,Nairobi,2025-04-26 23:13:59+00:00,2025-04-27 20:47:00+00:00,4.58889240932005,30.363636363636363,262
R00096,14,115,1789.15,15.557826086956522,1.1043478260869566,211.45,1.8386956521739128,4.7,4508,39.2,276,2.4,0.0,Gold,Nairobi,2025-04-27 04:43:09+00:00,2025-04-27 18:02:25+00:00,3.870949061664774,29.82608695652174,349
R00097,33,80,1044.35,13.054374999999999,1.16875,14.8,0.185,5.0,6992,87.4,160,2.0,0.0,Bronze,Cairo,2025-04-27 03:49:01+00:00,2025-04-27 21:35:32+00:00,3.5937590913272963,32.375,316
R00098,3,96,1430.08,14.896666666666667,1.0791666666666666,29.12,0.30333333333333334,4.5,624,6.5,288,3.0,0.0,Bronze,Nairobi,2025-04-27 02:46:12+00:00,2025-04-27 16:02:15+00:00,4.303852522830509,30.791666666666668,334
R00099,15,78,1187.7,15.226923076923077,1.1692307692307693,28.080000000000002,0.36000000000000004,5.0,2184,28.0,156,2.0,0.3333333333333333,Bronze,Lagos,2025-04-27 01:22:36+00:00,2025-04-27 08:58:42+00:00,3.649788362950553,29.384615384615383,323
R00100,22,138,2301.9,16.680434782608696,1.134782608695652,32.16,0.23304347826086955,4.5,5819,42.166666666666664,322,2.3333333333333335,0.0,Bronze,Nairobi,2025-04-26 22:39:52+00:00,2025-04-27 19:32:30+00:00,4.407866403736288,25.608695652173914,282
R00101,3,56,802.06,14.3225,1.1285714285714286,21.2,0.37857142857142856,3.7,1456,26.0,140,2.5,0.0,Silver,Nairobi,2025-04-27 00:13:28+00:00,2025-04-27 10:35:41+00:00,4.277521320270708,28.5,361
R00102,18,48,686.4,14.299999999999999,1.1083333333333334,21.6,0.45,4.4,10920,227.5,168,3.5,0.25,Silver,Cairo,2025-04-27 01:56:04+00:00,2025-04-27 17:03:45+00:00,3.146742380196048,26.083333333333332,341
R00103,26,132,1997.1,15.129545454545454,1.0363636363636364,51.18,0.3877272727272727,4.5,9284,70.33333333333333,330,2.5,0.0,Silver,Lagos,2025-04-27 00:41:39+00:00,2025-04-27 17:33:26+00:00,3.950281187542409,33.04545454545455,330
R00104,21,102,1704.18,16.70764705882353,1.1705882352941177,38.339999999999996,0.37588235294117645,4.2,4522,44.333333333333336,323,3.1666666666666665,0.16666666666666666,Silver,Nairobi,2025-04-27 05:34:05+00:00,2025-04-27 17:54:51+00:00,4.404153924848114,29.764705882352942,310
R00105,20,96,1535.92,15.999166666666667,1.0999999999999999,81.16,0.8454166666666666,4.6,2064,21.5,360,3.75,0.5,Gold,Cairo,2025-04-26 23:09:37+00:00,2025-04-27 11:05:47+00:00,3.629399833319663,27.708333333333332,342
R00106,10,105,1669.85,15.903333333333332,1.2571428571428571,34.75,0.33095238095238094,5.0,2793,26.6,357,3.4,0.0,Bronze,Cairo,2025-04-27 03:57:08+00:00,2025-04-27 11:37:00+00:00,3.8111451703992696,26.61904761904762,343
R00107,27,52,914.0,17.576923076923077,1.146153846153846,5.96,0.11461538461538462,4.5,3120,60.0,143,2.75,0.0,Bronze,Lagos,2025-04-27 13:02:44+00:00,2025-04-27 17:33:31+00:00,3.6764016575584173,31.076923076923077,328
