user_id,recency,total_trips,total_spend,avg_spend,avg_surge,total_tip,avg_tip,avg_rating_given,loyalty_status,city,avg_distance,avg_duration,active_days
R00086,46,24,356.04,14.835,1.0999999999999999,9.379999999999999,0.3908333333333333,5.0,Bronze,Lagos,3.3897056703170154,36.083333333333336,318
R00087,6,20,315.32,15.766,1.105,8.41,0.4205,4.3,Silver,Nairobi,4.085670685297857,33.95,343
R00088,7,21,318.18,15.151428571428571,1.1142857142857143,12.19,0.5804761904761905,3.8,Silver,Nairobi,4.4940379245742745,32.95238095238095,356
R00089,16,30,496.09,16.53633333333333,1.1733333333333333,20.63,0.6876666666666666,4.6,Bronze,Lagos,4.403962606194432,26.466666666666665,329
R00090,25,24,406.65,16.943749999999998,1.2249999999999999,25.87,1.0779166666666666,4.0,Gold,Lagos,3.9819781879843297,27.666666666666668,326
R00091,133,15,247.52,16.501333333333335,1.1666666666666667,6.06,0.40399999999999997,4.3,Silver,Nairobi,4.380282804854304,28.466666666666665,211
R00092,8,22,368.51,16.750454545454545,1.1500000000000001,10.34,0.47,4.4,Bronze,Cairo,3.6458359364259136,26.90909090909091,351
R00093,1,26,368.76,14.183076923076923,1.05,13.290000000000001,0.5111538461538462,4.5,Bronze,Nairobi,4.914592320824192,35.11538461538461,339
R00094,11,20,264.42,13.221,1.05,6.68,0.33399999999999996,5.0,Silver,Nairobi,3.9479611952464757,31.85,348
R00095,85,22,364.74,16.579090909090908,1.1727272727272728,12.35,0.5613636363636364,3.8,Bronze,Nairobi,4.588892409320051,30.363636363636363,262
R00096,14,23,357.83,15.55782608695652,1.1043478260869564,42.29,1.838695652173913,4.7,Gold,Nairobi,3.870949061664774,29.82608695652174,349
R00097,33,16,208.87,13.054375,1.16875,2.96,0.185,5.0,Bronze,Cairo,3.5937590913272963,32.375,316
R00098,3,24,357.52,14.896666666666667,1.0791666666666666,7.279999999999999,0.3033333333333333,4.5,Bronze,Nairobi,4.303852522830509,30.791666666666668,334
R00099,15,26,395.9,15.226923076923075,1.169230769230769,9.36,0.36,5.0,Bronze,Lagos,3.649788362950553,29.384615384615383,323
R00100,22,23,383.65,16.680434782608696,1.1347826086956523,5.36,0.23304347826086957,4.5,Bronze,Nairobi,4.407866403736287,25.608695652173914,282
R00101,3,28,401.03,14.3225,1.1285714285714286,10.6,0.37857142857142856,3.7,Silver,Nairobi,4.277521320270708,28.5,361
R00102,18,12,171.6,14.299999999999999,1.1083333333333334,5.4,0.45,4.4,Silver,Cairo,3.146742380196048,26.083333333333332,341
R00103,26,22,332.85,15.129545454545456,1.0363636363636364,8.53,0.3877272727272727,4.5,Silver,Lagos,3.950281187542409,33.04545454545455,330
R00104,21,17,284.03,16.70764705882353,1.1705882352941175,6.39,0.37588235294117645,4.2,Silver,Nairobi,4.404153924848114,29.764705882352942,310
R00105,20,24,383.98,15.999166666666667,1.0999999999999999,20.29,0.8454166666666666,4.6,Gold,Cairo,3.629399833319663,27.708333333333332,342
R00106,10,21,333.96999999999997,15.903333333333332,1.2571428571428571,6.950000000000001,0.330952380952381,5.0,Bronze,Cairo,3.811145170399269,26.61904761904762,343
R00107,27,13,228.5,17.576923076923077,1.146153846153846,1.4900000000000002,0.11461538461538463,4.5,Bronze,Lagos,3.6764016575584173,31.076923076923077,328
R00108,10,20,301.90999999999997,15.095499999999998,1.125,9.2,0.45999999999999996,4.5,Bronze,Lagos,4.139287127134802,34.05,327
R00109,3,21,300.33,14.30142857142857,1.1571428571428573,14.32,0.6819047619047619,3.8999999999999995,Gold,Lagos,4.4855947077427585,32.714285714285715,361
R00110,44,12,219.6,18.3,1.2249999999999999,4.23,0.35250000000000004,3.9,Bronze,Lagos,3.7444328394053614,37.0,278
R00111,4,22,320.63,14.57409090909091,1.1318181818181818,5.05,0.22954545454545452,4.8,Silver,Cairo,4.216630594556542,32.09090909090909,341
R00112,21,18,288.27,16.015,1.1944444444444444,6.45,0.35833333333333334,4.2,Silver,Lagos,4.370804234381413,33.0,315
R00113,14,21,365.87,17.42238095238095,1.1761904761904762,8.23,0.3919047619047619,4.9,Bronze,Lagos,4.789374143085108,30.285714285714285,338
R00114,4,28,499.38,17.835,1.3285714285714287,15.56,0.5557142857142857,4.7,Bronze,Cairo,4.1671085160351655,27.821428571428573,354
R00115,18,18,264.76,14.708888888888888,1.0666666666666667,7.67,0.4261111111111111,4.4,Bronze,Lagos,3.749782324076321,34.77777777777778,341
R00116,11,21,360.78,17.18,1.1714285714285715,3.46,0.16476190476190475,5.0,Silver,Cairo,3.8981524815629416,37.285714285714285,346
R00117,2,25,346.5,13.86,1.1840000000000002,13.36,0.5344,4.4,Bronze,Lagos,4.241724950341735,29.08,355
R00118,37,16,265.4,16.5875,1.175,4.74,0.29625,4.5,Silver,Cairo,4.037110254269706,34.6875,323
R00119,5,17,251.88,14.816470588235294,1.0647058823529412,3.15,0.18529411764705883,5.0,Bronze,Lagos,3.862779082857773,30.58823529411765,347
R00120,3,14,207.7,14.835714285714285,1.1500000000000001,4.53,0.32357142857142857,4.6,Platinum,Cairo,3.812985243825611,35.714285714285715,357
R00121,8,9,126.46000000000001,14.051111111111112,1.1222222222222222,6.46,0.7177777777777777,4.3,Bronze,Cairo,3.184721190487385,30.88888888888889,280
R00122,59,18,276.9,15.383333333333333,1.1222222222222222,2.63,0.1461111111111111,4.6,Bronze,Nairobi,4.6517591357598755,32.5,297
R00123,18,23,311.43,13.540434782608695,1.0608695652173912,24.85,1.0804347826086957,5.0,Gold,Nairobi,4.754848777430028,35.65217391304348,332
R00124,5,21,346.26,16.48857142857143,1.1238095238095238,15.05,0.7166666666666667,4.5,Bronze,Cairo,3.62006634067796,25.476190476190474,335
R00125,9,21,347.36,16.540952380952383,1.2047619047619047,5.57,0.2652380952380953,4.1,Bronze,Lagos,4.28063666897563,25.61904761904762,350
R00126,8,26,413.12,15.88923076923077,1.2230769230769232,7.73,0.29730769230769233,4.3,Bronze,Cairo,3.83275590078733,31.423076923076923,353
R00127,8,16,242.22,15.13875,1.14375,13.74,0.85875,5.0,Bronze,Cairo,4.237001615988008,32.0,351
R00128,23,19,302.01,15.895263157894737,1.0736842105263158,6.25,0.32894736842105265,3.5,Bronze,Cairo,3.851684567769252,37.21052631578947,327
R00129,14,18,307.89,17.105,1.1777777777777778,16.16,0.8977777777777778,4.2,Bronze,Cairo,3.3434492525356556,29.444444444444443,313
R00130,3,19,287.0,15.105263157894736,1.0578947368421054,13.4,0.7052631578947368,4.1,Bronze,Nairobi,5.154637271529077,39.1578947368421,363
R00131,2,30,463.41,15.447000000000001,1.1433333333333333,7.3,0.24333333333333332,5.0,Bronze,Lagos,4.587011490558628,38.266666666666666,340
R00132,4,16,222.95,13.934375,1.10625,2.3,0.14375,4.9,Silver,Nairobi,4.04886907847311,27.75,347
R00133,11,24,401.13,16.71375,1.2750000000000001,17.56,0.7316666666666666,5.0,Gold,Cairo,4.001898387465228,35.833333333333336,347
R00134,47,16,238.48,14.905,1.04375,5.42,0.33875,3.9,Bronze,Lagos,3.3875722176839944,32.6875,301
R00135,105,12,176.37,14.6975,1.1666666666666667,1.69,0.14083333333333334,3.6,Bronze,Cairo,3.8936550729358985,24.25,230
R00136,28,18,274.63,15.257222222222222,1.2555555555555555,26.25,1.4583333333333333,4.8,Gold,Lagos,4.7225192239446265,31.72222222222222,323
R00137,8,21,319.67,15.222380952380954,1.1095238095238096,6.98,0.3323809523809524,4.6,Bronze,Lagos,4.171467946134031,38.0,339
R00138,34,19,303.34,15.965263157894736,1.1421052631578947,12.05,0.6342105263157896,4.7,Silver,Cairo,4.439504019677207,28.94736842105263,310
R00139,38,23,343.67,14.94217391304348,1.056521739130435,7.74,0.3365217391304348,4.9,Bronze,Cairo,4.178858079852867,34.91304347826087,326
R00140,19,19,312.18,16.430526315789475,1.1263157894736842,7.43,0.3910526315789474,4.1,Silver,Lagos,3.778481849144415,37.63157894736842,335
R00141,49,24,337.09000000000003,14.045416666666668,1.1208333333333333,14.41,0.6004166666666667,5.0,Gold,Cairo,4.586450270481869,33.75,270
R00142,2,24,361.8,15.075000000000001,1.0958333333333334,11.7,0.4875,4.5,Bronze,Nairobi,4.672792277322907,34.541666666666664,316
R00143,18,19,326.51,17.184736842105263,1.1473684210526316,7.6000000000000005,0.4,4.2,Bronze,Nairobi,4.398379647922072,27.263157894736842,343
R00144,7,25,416.8,16.672,1.1840000000000002,20.439999999999998,0.8175999999999999,5.0,Gold,Nairobi,3.9103296071547846,33.36,354
R00145,6,21,402.64,19.173333333333332,1.2809523809523808,5.4,0.2571428571428572,4.3,Bronze,Cairo,4.469698343764562,35.333333333333336,328
R00146,4,15,254.68,16.978666666666665,1.1933333333333331,16.12,1.0746666666666667,5.0,Bronze,Cairo,4.839689529363986,31.066666666666666,357
R00147,12,23,404.86,17.602608695652176,1.1652173913043478,12.19,0.53,4.7,Silver,Cairo,4.1182225966351,38.69565217391305,328
R00148,17,14,215.59,15.399285714285714,1.1285714285714286,10.41,0.7435714285714285,5.0,Silver,Cairo,3.7626505399376655,33.642857142857146,337
R00149,58,22,334.41,15.200454545454546,1.0772727272727272,3.84,0.17454545454545453,5.0,Bronze,Cairo,3.2550295946010936,30.681818181818183,299
R00150,58,13,164.34,12.641538461538461,1.0,6.35,0.48846153846153845,3.8999999999999995,Silver,Lagos,4.520255305876328,33.15384615384615,261
R00151,1,23,384.85,16.732608695652175,1.1478260869565218,10.99,0.47782608695652173,5.0,Silver,Nairobi,4.441585374137973,35.0,361
R00152,32,31,521.06,16.80838709677419,1.1258064516129032,15.29,0.4932258064516129,4.5,Silver,Lagos,4.2515042179317115,35.096774193548384,333
R00153,9,20,287.7,14.385,1.075,11.71,0.5855,5.0,Bronze,Cairo,4.3804481952567125,34.75,352
R00154,2,23,351.69,15.290869565217392,1.0869565217391304,21.29,0.9256521739130434,4.8,Silver,Lagos,3.9286050633511245,28.130434782608695,354
R00155,24,17,274.15999999999997,16.12705882352941,1.211764705882353,21.2,1.2470588235294118,4.5,Platinum,Lagos,4.945099461904925,31.58823529411765,313
R00156,41,13,216.95000000000002,16.68846153846154,1.2230769230769232,5.96,0.4584615384615385,4.9,Bronze,Lagos,3.864957518987939,31.153846153846153,324
R00157,10,26,367.5,14.134615384615385,1.15,10.33,0.3973076923076923,4.6,Silver,Lagos,3.945993155383136,35.07692307692308,347
R00158,4,25,387.24,15.489600000000001,1.068,5.8100000000000005,0.23240000000000002,4.2,Bronze,Cairo,4.151634908280036,33.52,344
R00159,16,17,269.11,15.83,1.3352941176470587,4.510000000000001,0.26529411764705885,4.5,Bronze,Cairo,4.103199794868462,33.05882352941177,319
R00160,1,18,290.68,16.14888888888889,1.1444444444444446,3.38,0.18777777777777777,4.2,Bronze,Cairo,4.115729695456739,24.666666666666668,330
R00161,2,19,298.01,15.684736842105263,1.0421052631578949,6.01,0.3163157894736842,4.7,Bronze,Lagos,4.674566076248332,31.05263157894737,352
R00162,19,23,372.39,16.19086956521739,1.1521739130434783,29.85,1.297826086956522,4.9,Gold,Nairobi,4.179377724273044,34.869565217391305,326
R00163,8,16,254.07999999999998,15.879999999999999,1.08125,1.01,0.063125,4.6,Bronze,Lagos,4.383922072667154,25.8125,338
R00164,5,24,395.06,16.460833333333333,1.125,6.0,0.25,4.0,Bronze,Nairobi,4.0953995620284935,30.583333333333332,359
R00165,11,24,361.35,15.05625,1.1333333333333333,42.08,1.7533333333333332,3.6,Gold,Cairo,3.767236175100383,29.416666666666668,339
R00166,19,23,365.87,15.907391304347826,1.0782608695652174,8.24,0.3582608695652174,4.8,Bronze,Nairobi,4.338672418307387,32.78260869565217,336
R00167,6,19,325.61,17.13736842105263,1.1473684210526316,6.19,0.3257894736842106,4.8,Bronze,Lagos,3.742681615509778,29.0,352
R00168,9,17,276.27,16.251176470588234,1.2588235294117647,9.31,0.5476470588235295,4.7,Bronze,Nairobi,4.5045671365211435,37.11764705882353,357
R00169,7,20,268.39,13.4195,1.115,8.19,0.4095,3.9,Bronze,Cairo,3.8543522885522075,34.4,347
R00170,13,14,206.54,14.752857142857142,1.1714285714285713,8.36,0.5971428571428571,4.7,Platinum,Lagos,4.536550603674095,32.5,351
R00171,2,20,300.03,15.001499999999998,1.075,10.57,0.5285,4.8,Gold,Cairo,4.065467502059884,37.85,363
R00172,11,26,377.28999999999996,14.511153846153844,1.1423076923076922,7.93,0.305,5.0,Bronze,Cairo,3.906222536403213,32.88461538461539,335
R00173,90,19,304.13,16.006842105263157,1.1421052631578947,5.24,0.27578947368421053,4.1,Bronze,Lagos,3.642431482969942,31.473684210526315,273
R00174,2,23,383.27,16.66391304347826,1.1695652173913043,15.97,0.6943478260869566,4.9,Gold,Nairobi,3.8586301120836195,32.43478260869565,352
R00175,25,11,155.68,14.152727272727274,1.1181818181818182,17.62,1.6018181818181818,4.0,Gold,Cairo,3.818889760395983,37.45454545454545,334
R00176,13,26,381.63,14.678076923076922,1.0769230769230769,13.66,0.5253846153846153,4.7,Platinum,Cairo,3.9569297734532416,31.576923076923077,334
R00177,72,21,339.64,16.173333333333332,1.1523809523809523,1.92,0.09142857142857143,4.9,Bronze,Lagos,4.067776158409371,29.428571428571427,290
R00178,4,23,356.15,15.484782608695651,1.1434782608695653,10.35,0.45,4.8,Bronze,Lagos,4.03900414248679,34.56521739130435,353
R00179,36,25,380.19,15.2076,1.104,15.6,0.624,4.8,Gold,Cairo,4.245063265339773,31.36,328
R00180,8,14,205.14000000000001,14.652857142857144,1.1500000000000001,5.21,0.37214285714285716,5.0,Silver,Cairo,3.7817849195090085,30.285714285714285,339
R00181,6,18,262.74,14.596666666666668,1.1388888888888888,6.62,0.36777777777777776,4.3,Gold,Lagos,4.4223136149356135,33.388888888888886,345
R00182,20,17,223.07,13.121764705882352,1.0647058823529412,10.98,0.6458823529411765,3.8,Gold,Nairobi,3.9608400940324144,22.941176470588236,330
R00183,13,24,385.74,16.0725,1.1375,5.4,0.225,3.9,Bronze,Cairo,3.998605085518139,31.958333333333332,314
R00184,17,19,313.37,16.493157894736843,1.1421052631578947,7.57,0.39842105263157895,4.3,Bronze,Lagos,4.4498301525895325,31.63157894736842,336
R00185,4,19,289.74,15.249473684210527,1.1578947368421053,11.15,0.5868421052631579,4.3,Gold,Cairo,4.725195106335865,37.05263157894737,357
R00186,2,10,131.33,13.133000000000001,1.03,5.42,0.542,5.0,Platinum,Cairo,4.229424723461845,28.5,261
R00187,76,18,292.28000000000003,16.23777777777778,1.1777777777777778,7.57,0.42055555555555557,4.7,Silver,Lagos,4.277040023344547,31.77777777777778,289
R00188,9,14,219.67000000000002,15.690714285714288,1.0714285714285714,6.4399999999999995,0.45999999999999996,3.7,Platinum,Nairobi,4.131261176976172,24.714285714285715,293
R00189,9,31,462.11,14.906774193548388,1.1161290322580646,13.81,0.44548387096774195,4.1,Bronze,Lagos,4.258087967538528,33.516129032258064,344
R00190,43,17,297.7,17.511764705882353,1.1588235294117646,9.27,0.5452941176470588,4.5,Bronze,Lagos,4.507997959509616,36.64705882352941,279
R00191,6,16,232.01,14.500625,1.05625,7.550000000000001,0.47187500000000004,5.0,Silver,Nairobi,4.310284775036666,33.3125,347
R00192,2,24,317.24,13.218333333333334,1.1291666666666667,17.85,0.74375,5.0,Silver,Lagos,4.0806251178655435,38.416666666666664,337
R00193,4,17,321.95,18.938235294117646,1.2,2.91,0.1711764705882353,4.4,Bronze,Cairo,4.068086533058107,42.411764705882355,307
